parnumber,maf,cat,cat3,cap,pkg,val,dff,
PCV1K220MCL1GS,Nichicon,电容,,22uF,,80VDC,±20%,
B32672L1822J,EPCOS / TDK,电容,,8200pF,,1.6kVDC,±5%,
P278HE222M480A,KEMET,电容,,2200pF,,-,±20%,
HHXB160ARA151MF80G,United Chemi-Con,电容,,150uF,,16VDC,±20%,
DEA1X3F151JA3B,Murata Electronics,电容,,150pF,,3.15kVDC,±5%,
B32923C3334M289,EPCOS / TDK,电容,,0.33uF,,630VDC,±20%,
B25673A5302A020,EPCOS / TDK,电容,,115.5uFx3,,,"- 5 %, + 10 %",
B25667C4417A365,EPCOS / TDK,电容,,,,,"- 5 %, + 10 %",
105CKE450M,Illinois Capacitor / CDE,电容,,1uF,,450VDC,±20%,
103MSR400K,Illinois Capacitor / CDE,电容,,0.01uF,,400VDC,±10%,
105MKP275KG,Illinois Capacitor / CDE,电容,,1uF,,,±10%,
PCV1J270MCL1GS,Nichicon,电容,,27uF,,63VDC,±20%,
PCR1E271MCL1GS,Nichicon,电容,,270uF,,25VDC,±20%,
HHXB800ARA390MJA0G,United Chemi-Con,电容,,39uF,,80VDC,±20%,
HHXB160ARA471MJA0G,United Chemi-Con,电容,,470uF,,16VDC,±20%,
106PHC400K,Illinois Capacitor / CDE,电容,,10uF,,400VDC,±10%,
NLW100-50,Cornell Dubilier - CDE,电容,,100uF,,50VDC,"- 10 %, + 75 %",
B32529C1473J289,EPCOS / TDK,电容,,0.047uF,,100VDC,±5%,
B32529D225K,EPCOS / TDK,电容,,2.2uF,,,±10%,
LDECD3470JA5N00,KEMET,电容,,0.47uF,,50VDC,±5%,
B25673A5082A320,EPCOS / TDK,电容,,32uFx3,,,"- 5 %, + 10 %",
107CKE025MEM,Illinois Capacitor / CDE,电容,,100uF,,25VDC,±20%,
167104J100A-F,Cornell Dubilier - CDE,电容,,0.1uF,,100VDC,±5%,
PCF1E470MCL1GS,Nichicon,电容,,47uF,,25VDC,±20%,
HHXB350ARA151MHA0G,United Chemi-Con,电容,,150uF,,35VDC,±20%,
B32672L8153J,EPCOS / TDK,电容,,0.015uF,,2kVDC,±5%,
LDEQD1220KA5N00,KEMET,电容,,2200pF,,1kVDC,±10%,
PCS1A271MCL1GS,Nichicon,电容,,270uF,,10VDC,±20%,
HHXA630ARA100MF61G,United Chemi-Con,电容,,10uF,,63VDC,±20%,
305PHC400K,Illinois Capacitor / CDE,电容,,3uF,,400VDC,±10%,
505PHC250K,Illinois Capacitor / CDE,电容,,5uF,,250VDC,±10%,
DEA1X3D820JA2B,Murata Electronics,电容,,82pF,,2kVDC,±5%,
B32922C3333M,EPCOS / TDK,电容,,0.033uF,,630VDC,±20%,
B32652A6104K289,EPCOS / TDK,电容,,0.1uF,,630VDC,±10%,
LDEME3100KA5N00,KEMET,电容,,0.1uF,,400VDC,±10%,
PEH200KA4680MU2,KEMET,电容,,6800uF,,40VDC,±20%,
HHXA160ARA820MF61G,United Chemi-Con,电容,,82uF,,16VDC,±20%,
105PHC600K,Illinois Capacitor / CDE,电容,,1uF,,600VDC,±10%,
105PHC400K,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±10%,
109LBB063M2DG,Illinois Capacitor / CDE,电容,,10000uF,,,,
DEA1X3D330JP2A,Murata Electronics,电容,,33pF,,2kVDC,±5%,
DEA1X3D271JA2B,Murata Electronics,电容,,270pF,,2kVDC,±5%,
DEBB33F222KN3A,Murata Electronics,电容,,2200pF,,3.15kVDC,±10%,
B32529D1105K189,EPCOS / TDK,电容,,1uF,,100VDC,±10%,
6SEP330M,Panasonic,电容,,330uF,,6.3VDC,±20%,
PEH169HA4470QU2,KEMET,电容,,4700uF,,25VDC,"- 10 %, + 30 %",
107SML035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,±20%,
PCJ1A151MCL1GS,Nichicon,电容,,150uF,,10VDC,±20%,
PCJ0J391MCL1GS,Nichicon,电容,,390uF,,6.3VDC,±20%,
PCF1A331MCL4GS,Nichicon,电容,,330uF,,10VDC,±20%,
108CKS100MRY,Illinois Capacitor / CDE,电容,,1000uF,,100VDC,±20%,
PCV1H330MCL6GS,Nichicon,电容,,33uF,,50VDC,±20%,
105K400CS6G,Cornell Dubilier - CDE,电容,,1uF,,400VDC,±10%,
B32529C1102K289,EPCOS / TDK,电容,,1000pF,,100VDC,±10%,
CS45-E2GA222M-VKA,TDK,电容,,2200pF,,,±20%,
B32922C3154M189,EPCOS / TDK,电容,,0.15uF,,630VDC,±20%,
LDEEB2470KA0N00,KEMET,电容,,0.047uF,,100VDC,±10%,
LDEED3470KA0N00,KEMET,电容,,0.47uF,,100VDC,±10%,
PCS0J221MCL1GS,Nichicon,电容,,220uF,,6.3VDC,±20%,
PCV1E330MCL1GS,Nichicon,电容,,33uF,,25VDC,±20%,
107AXZ050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
PCJ1A680MCL1GS,Nichicon,电容,,68uF,,10VDC,±20%,
PCF1D151MCL1GS,Nichicon,电容,,150uF,,20VDC,±20%,
HHXB500ARA680MHA0G,United Chemi-Con,电容,,68uF,,50VDC,±20%,
PCR1D331MCL6GS,Nichicon,电容,,330uF,,20VDC,±20%,
PCV1J330MCL1GS,Nichicon,电容,,33uF,,63VDC,±20%,
PCV2B120MCL1GS,Nichicon,电容,,12uF,,125VDC,±20%,
104PPA202K,Illinois Capacitor / CDE,电容,,0.1uF,,2kVDC,±10%,
LAR2W221MELA40,Nichicon,电容,,220uF,,450VDC,±20%,
DEA1X3F220JP3A,Murata Electronics,电容,,22pF,,3.15kVDC,±5%,
B32529C1472K,EPCOS / TDK,电容,,4700pF,,100VDC,±10%,
DEA1X3D221JN2A,Murata Electronics,电容,,220pF,,2kVDC,±5%,
CBR08C509B1GAC,KEMET,电容,,5pF,805,100VDC,,
B32529D225K189,EPCOS / TDK,电容,,2.2uF,,,±10%,
B32022A3473M189,EPCOS / TDK,电容,,0.047uF,,1.5kVDC,±20%,
107BPA016M,Illinois Capacitor / CDE,电容,,100uF,,16VDC,±20%,
PCF1A100MCL1GB,Nichicon,电容,,10uF,,10VDC,±20%,
108CKS050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
PCS1A680MCL1GS,Nichicon,电容,,68uF,,10VDC,±20%,
PCJ1C820MCL1GS,Nichicon,电容,,82uF,,16VDC,±20%,
PCG1C470MCL1GS,Nichicon,电容,,47uF,,16VDC,±20%,
PCJ1C271MCL1GS,Nichicon,电容,,270uF,,16VDC,±20%,
PCK0J821MCO1GS,Nichicon,电容,,820uF,,6.3VDC,±20%,
PCJ0J182MCL1GS,Nichicon,电容,,1800uF,,6.3VDC,±20%,
PCV1V560MCL1GS,Nichicon,电容,,56uF,,35VDC,±20%,
PCV1H220MCL2GS,Nichicon,电容,,22uF,,50VDC,±20%,
PCV1V680MCL1GS,Nichicon,电容,,68uF,,35VDC,±20%,
PCR1K390MCL1GS,Nichicon,电容,,39uF,,80VDC,±20%,
LGG2D681MELA30,Nichicon,电容,,680uF,,200VDC,±20%,
B32559C6103K000,EPCOS / TDK,电容,,0.01uF,,400VDC,±10%,
B32922C3334K000,EPCOS / TDK,电容,,0.33uF,,630VDC,±10%,
DE6E3KJ472MA3B,Murata Electronics,电容,,4700pF,,,±20%,
25SEP22M,Panasonic,电容,,22uF,,25VDC,±20%,
16SEP180M,Panasonic,电容,,180uF,,16VDC,±20%,
25SEPF330M+T,Panasonic,电容,,330uF,,25VDC,±20%,
B32654A2333J,EPCOS / TDK,电容,,0.033uF,,2kVDC,±5%,
B32656S0155K561,EPCOS / TDK,电容,,1.5uF,,1kVDC,±10%,
HMJ107BB7103KAHT,Taiyo Yuden,电容,,0.01uF,,100VDC,±10%,
106BPS100M,Illinois Capacitor / CDE,电容,,10uF,,100VDC,±20%,
108CKS016M,Illinois Capacitor / CDE,电容,,1000uF,,16VDC,±20%,
103MPR630K,Illinois Capacitor / CDE,电容,,0.01uF,,,,
HHXB160ARA820MF61G,United Chemi-Con,电容,,82uF,,16VDC,±20%,
HHXA250ARA560MF61G,United Chemi-Con,电容,,56uF,,25VDC,±20%,
PCV1E151MCL7GS,Nichicon,电容,,150uF,,25VDC,±20%,
106MMR250K,Illinois Capacitor / CDE,电容,,10uF,,250VDC,±10%,
PCV1E181MCL1GS,Nichicon,电容,,180uF,,25VDC,±20%,
LAQ2G151MELZ40,Nichicon,电容,,150uF,,400VDC,±20%,
206PHC250K,Illinois Capacitor / CDE,电容,,20uF,,250VDC,±10%,
DEA1X3F100JCDB,Murata Electronics,电容,,10pF,,3.15kVDC,±5%,
DEBB33D222KB2B,Murata Electronics,电容,,2200pF,,2kVDC,±10%,
DE6E3KJ102MA3B,Murata Electronics,电容,,1000pF,,,±10%,
PEH200MJ5220MB2,KEMET,电容,,22000uF,,63VDC,±20%,
107SML016M,Illinois Capacitor / CDE,电容,,100uF,,16VDC,±20%,
107AXZ025M,Illinois Capacitor / CDE,电容,,100uF,,25VDC,±20%,
106TXK450M,Illinois Capacitor / CDE,电容,,10uF,,450VDC,±20%,
PCF1E220MCL1GS,Nichicon,电容,,22uF,,25VDC,±20%,
PCR1V680MCL1GS,Nichicon,电容,,68uF,,35VDC,±20%,
PCF1D121MCL1GS,Nichicon,电容,,120uF,,20VDC,±20%,
PCV2A6R8MCL1GS,Nichicon,电容,,6.8uF,,100VDC,±20%,
HHXB250ARA331MJA0G,United Chemi-Con,电容,,330uF,,25VDC,±20%,
30393-9,Cornell Dubilier - CDE,电容,,,,,,
PCX1H470MCL1GS,Nichicon,电容,,47uF,,50VDC,±20%,
106MABA03KJS,Illinois Capacitor / CDE,电容,,10uF,,500VDC,±10%,
105PPB102K,Illinois Capacitor / CDE,电容,,1uF,,1kVDC,±10%,
DEBB33F221KP3A,Murata Electronics,电容,,220pF,,3.15kVDC,±10%,
B32652A333J,EPCOS / TDK,电容,,0.033uF,,,±5%,
B32521C1105J289,EPCOS / TDK,电容,,1uF,,100VDC,±5%,
P295BQ472M500A,KEMET,电容,,4700pF,,-,±20%,
B32654A2473J,EPCOS / TDK,电容,,0.047uF,,2kVDC,±5%,
PEH200YT4220MU2,KEMET,电容,,2200uF,,450VDC,±20%,
105CKR250M,Illinois Capacitor / CDE,电容,,1uF,,250VDC,±20%,
106CKE400M,Illinois Capacitor / CDE,电容,,10uF,,400VDC,±20%,
168222K100A-F,Cornell Dubilier - CDE,电容,,2200pF,,100VDC,±10%,
PCJ0J331MCL4GS,Nichicon,电容,,330uF,,6.3VDC,±20%,
PCF1A271MCL1GS,Nichicon,电容,,270uF,,10VDC,±20%,
108KXM050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
103PPB162K,Illinois Capacitor / CDE,电容,,0.01uF,,1.6kVDC,±10%,
PCX1C151MCL6GS,Nichicon,电容,,150uF,,16VDC,±20%,
LGG2D561MELZ30,Nichicon,电容,,560uF,,200VDC,±20%,
DE1E3KX152MB4BN01F,Murata Electronics,电容,,1500pF,,,±20%,
B32529D1105K289,EPCOS / TDK,电容,,1uF,,100VDC,±10%,
25SEP56M+T,Panasonic,电容,,56uF,,25VDC,±20%,
B32656S105K561,EPCOS / TDK,电容,,1uF,,1kVDC,±10%,
104MPR630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
PCF1D100MCL1GS,Nichicon,电容,,10uF,,20VDC,±20%,
PCF1A4R7MCL1GB,Nichicon,电容,,4.7uF,,10VDC,±20%,
PCF1C330MCL1GS,Nichicon,电容,,33uF,,16VDC,±20%,
PCJ1A470MCL1GS,Nichicon,电容,,47uF,,10VDC,±20%,
PCG1C820MCL1GS,Nichicon,电容,,82uF,,16VDC,±20%,
PCV1J5R6MCL1GS,Nichicon,电容,,5.6uF,,63VDC,±20%,
103PPB630K,Illinois Capacitor / CDE,电容,,0.01uF,,630VDC,±10%,
HHXA500ARA330MF80G,United Chemi-Con,电容,,33uF,,50VDC,±20%,
PCV1C221MCL1GS,Nichicon,电容,,220uF,,16VDC,±20%,
PCR1D681MCL1GS,Nichicon,电容,,680uF,,20VDC,±20%,
LGG2D821MELA35,Nichicon,电容,,820uF,,200VDC,±20%,
109LBA035M2DD,Illinois Capacitor / CDE,电容,,10000uF,,,,
B32922C3103M,EPCOS / TDK,电容,,0.01uF,,630VDC,±20%,
PCF1E330MCL1GS,Nichicon,电容,,33uF,,25VDC,±20%,
PCJ1A681MCL1GS,Nichicon,电容,,680uF,,10VDC,±20%,
PCV1E560MCL1GS,Nichicon,电容,,56uF,,25VDC,±20%,
108CKE100M,Illinois Capacitor / CDE,电容,,1000uF,,100VDC,±20%,
PCX1V101MCL1GS,Nichicon,电容,,100uF,,35VDC,±20%,
B32521C1684J,EPCOS / TDK,电容,,0.68uF,,100VDC,±5%,
B32529D3224J,EPCOS / TDK,电容,,0.22uF,,250VDC,±5%,
108CKE010M,Illinois Capacitor / CDE,电容,,1000uF,,10VDC,±20%,
106AXZ035M,Illinois Capacitor / CDE,电容,,10uF,,35VDC,±20%,
108KXM035M,Illinois Capacitor / CDE,电容,,1000uF,,35VDC,±20%,
PCF1E100MCL1GS,Nichicon,电容,,10uF,,25VDC,±20%,
PCV1C560MCL1GS,Nichicon,电容,,56uF,,16VDC,±20%,
PCJ0J101MCL1GS,Nichicon,电容,,100uF,,6.3VDC,±20%,
PCF0J121MCL1GS,Nichicon,电容,,120uF,,6.3VDC,±20%,
167334J100C-F,Cornell Dubilier - CDE,电容,,0.33uF,,100VDC,±5%,
PCJ0J331MCL1GS,Nichicon,电容,,330uF,,6.3VDC,±20%,
106MWR250K,Illinois Capacitor / CDE,电容,,10uF,,250VDC,±10%,
106PHC250K,Illinois Capacitor / CDE,电容,,10uF,,250VDC,±10%,
105PMB850KSP2,Cornell Dubilier - CDE,电容,,1uF,,850VDC,±10%,
105PMB122KSP1,Cornell Dubilier - CDE,电容,,1uF,,1.2kVDC,±10%,
255PMB850KSP0,Cornell Dubilier - CDE,电容,,2.5uF,,850VDC,±10%,
DEBB33D331KP2A,Murata Electronics,电容,,330pF,,2kVDC,±10%,
LDBCA1680GC5N0,KEMET,电容,,6800pF,,50VDC,±2%,
25SEP10M+TSS,Panasonic,电容,,10uF,,25VDC,±20%,
B32656S0684K564,EPCOS / TDK,电容,,0.68uF,,1kVDC,±10%,
PEH169KA4330QB2,KEMET,电容,,3300uF,,40VDC,"- 10 %, + 30 %",
B25673A4252A080,EPCOS / TDK,电容,,115.2uFx3,,,"- 5 %, + 10 %",
HMJ107BB7223KAHT,Taiyo Yuden,电容,,0.022uF,,100VDC,±10%,
PCS0J470MCL1GS,Nichicon,电容,,47uF,,6.3VDC,±20%,
PCS1C220MCL1GS,Nichicon,电容,,22uF,,16VDC,±20%,
HHXA630ARA220MF80G,United Chemi-Con,电容,,22uF,,63VDC,±20%,
PCV1V270MCL1GS,Nichicon,电容,,27uF,,35VDC,±20%,
HHXA160ARA271MHA0G,United Chemi-Con,电容,,270uF,,16VDC,±20%,
PCV1C271MCL1GS,Nichicon,电容,,270uF,,16VDC,±20%,
HHXB250ARA221MHA0G,United Chemi-Con,电容,,220uF,,25VDC,±20%,
PCV1E151MCL2GS,Nichicon,电容,,150uF,,25VDC,±20%,
PCV1C221MCL6GS,Nichicon,电容,,220uF,,16VDC,±20%,
PCX1H220MCL6GS,Nichicon,电容,,22uF,,50VDC,±20%,
104PPA302K,Illinois Capacitor / CDE,电容,,0.1uF,,3kVDC,±10%,
B32529C1102K189,EPCOS / TDK,电容,,1000pF,,100VDC,±10%,
B32932A3224M,EPCOS / TDK,电容,,0.22uF,,-,±20%,
PEH200SH4150MB2,KEMET,电容,,1500uF,,250VDC,±20%,
PEH169RV510VMB2,KEMET,电容,,10000uF,,200VDC,±20%,
107TTA010M,Illinois Capacitor / CDE,电容,,100uF,,10VDC,±20%,
PCF0J101MCL6GS,Nichicon,电容,,100uF,,6.3VDC,±20%,
PCF0J101MCL1GS,Nichicon,电容,,100uF,,6.3VDC,±20%,
167103J250A-F,Cornell Dubilier - CDE,电容,,0.01uF,,250VDC,±5%,
PCF1C3R3MCL1GB,Nichicon,电容,,3.3uF,,16VDC,±20%,
PCJ1A560MCL1GS,Nichicon,电容,,56uF,,10VDC,±20%,
HHXB630ARA100MF61G,United Chemi-Con,电容,,10uF,,63VDC,±20%,
PCG1C151MCL1GS,Nichicon,电容,,150uF,,16VDC,±20%,
PCG0E472MCL1GS,Nichicon,电容,,4700uF,,2.5VDC,±20%,
167105J63C-F,Cornell Dubilier - CDE,电容,,1uF,,63VDC,±5%,
106MABA02KJS,Illinois Capacitor / CDE,电容,,10uF,,600VDC,±10%,
205PPA122K,Illinois Capacitor / CDE,电容,,2uF,,1.2kVDC,±10%,
DEA1X3D560JN2A,Murata Electronics,电容,,56pF,,2kVDC,±5%,
B32521C1334J000,EPCOS / TDK,电容,,0.33uF,,100VDC,±5%,
B32671P6154K000,EPCOS / TDK,电容,,0.15uF,,630VDC,±10%,
25SEPF56M+TSS,Panasonic,电容,,56uF,,25VDC,±20%,
P409QM473M275AH101,KEMET,电容,,0.047uF,,630VDC,±20%,
P278SU104M480A,KEMET,电容,,0.1uF,,-,±20%,
LDEED3470JA0N00,KEMET,电容,,0.47uF,,100VDC,±5%,
B32656S0105K565,EPCOS / TDK,电容,,1uF,,1kVDC,±10%,
PEH200YC3220MB2,KEMET,电容,,220uF,,450VDC,±20%,
107SML050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
PCF1A151MCL6GS,Nichicon,电容,,150uF,,10VDC,±20%,
PCS0J221MCL9GS,Nichicon,电容,,220uF,,6.3VDC,±20%,
PCF0J681MCL1GS,Nichicon,电容,,680uF,,6.3VDC,±20%,
PCF0J471MCL6GS,Nichicon,电容,,470uF,,6.3VDC,±20%,
HHXB160ARA271MHA0G,United Chemi-Con,电容,,270uF,,16VDC,±20%,
PCX1D151MCL1GS,Nichicon,电容,,150uF,,20VDC,±20%,
109LBA050M2EE,Illinois Capacitor / CDE,电容,,10000uF,,,,
B32921C3683K000,EPCOS / TDK,电容,,0.068uF,,630VDC,±10%,
B32652A3224K000,EPCOS / TDK,电容,,0.22uF,,250VDC,±10%,
LDBCB2470GC5N0,KEMET,电容,,0.047uF,,50VDC,±2%,
16SEP150M+T,Panasonic,电容,,150uF,,16VDC,±20%,
B32656S125K562,EPCOS / TDK,电容,,1.2uF,,,±10%,
106SML035MD4,Illinois Capacitor / CDE,电容,,10uF,,35VDC,±20%,
106CKE450MLU,Illinois Capacitor / CDE,电容,,10uF,,450VDC,±20%,
108SAK050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
PCF0J820MCL1GS,Nichicon,电容,,82uF,,6.3VDC,±20%,
PCF1C820MCL1GS,Nichicon,电容,,82uF,,16VDC,±20%,
PCV1H8R2MCL1GS,Nichicon,电容,,8.2uF,,50VDC,±20%,
PCF1A331MCL1GS,Nichicon,电容,,330uF,,10VDC,±20%,
PCJ0J121MCL1GS,Nichicon,电容,,120uF,,6.3VDC,±20%,
PCR1H390MCL1GS,Nichicon,电容,,39uF,,50VDC,±20%,
HHXB800ARA220MHA0G,United Chemi-Con,电容,,22uF,,80VDC,±20%,
PCR1D331MCL1GS,Nichicon,电容,,330uF,,20VDC,±20%,
PCR1D561MCL1GS,Nichicon,电容,,560uF,,20VDC,±20%,
LAR2D391MELZ25,Nichicon,电容,,390uF,,200VDC,±20%,
107LBA450M2BE,Illinois Capacitor / CDE,电容,,100uF,,,,
LAR2E471MELB25,Nichicon,电容,,470uF,,250VDC,±20%,
B32672L6224K,EPCOS / TDK,电容,,0.22uF,,630VDC,±10%,
P278HE102M480A,KEMET,电容,,1000pF,,-,±20%,
B32671P6683K000,EPCOS / TDK,电容,,0.068uF,,630VDC,±10%,
P278QE103M480A,KEMET,电容,,0.01uF,,-,±20%,
LDBAA2220JC5N0,KEMET,电容,,0.022uF,,16VDC,±5%,
LDEIE3150KA5N00,KEMET,电容,,0.15uF,,250VDC,±10%,
PEH169VB3150QU2,KEMET,电容,,150uF,,400VDC,"- 10 %, + 30 %",
B25673A4282A140,EPCOS / TDK,电容,,154.1uFx3,,,"- 5 %, + 10 %",
104MPW250K,Illinois Capacitor / CDE,电容,,0.1uF,,250VDC,±10%,
167102J630A-F,Cornell Dubilier - CDE,电容,,1000pF,,630VDC,±5%,
167224J63A-F,Cornell Dubilier - CDE,电容,,0.22uF,,63VDC,±5%,
105MMR630K,Illinois Capacitor / CDE,电容,,1uF,,630VDC,±10%,
PCV1H390MCL1GS,Nichicon,电容,,39uF,,50VDC,±20%,
PCV1K100MCL1GS,Nichicon,电容,,10uF,,80VDC,±20%,
PCX1V101MCS1GS,Nichicon,电容,,100uF,,35VDC,±20%,
104PPB202K,Illinois Capacitor / CDE,电容,,0.1uF,,2kVDC,±10%,
XB3560-2R5407-R,PowerStor / Eaton,电容,,400F,,2.5VDC,±10%,
B32922C3154M289,EPCOS / TDK,电容,,0.15uF,,630VDC,±20%,
B32672L6473K,EPCOS / TDK,电容,,0.047uF,,630VDC,±10%,
B32529D3224K189,EPCOS / TDK,电容,,0.22uF,,250VDC,±10%,
B32671P5224K000,EPCOS / TDK,电容,,0.22uF,,520VDC,±10%,
6SEP82M,Panasonic,电容,,82uF,,6.3VDC,±20%,
LDEMD2330KA5N00,KEMET,电容,,0.033uF,,400VDC,±10%,
P278EJ104M480A,KEMET,电容,,0.1uF,,-,±20%,
P409EL474M275AH330,KEMET,电容,,0.47uF,,630VDC,±20%,
B32656S1224K565,EPCOS / TDK,电容,,0.22uF,,1.6kVDC,±10%,
B25673A4252A040,EPCOS / TDK,电容,,137.1uFx3,,,"- 5 %, + 10 %",
HMJ107AB7102KAHT,Taiyo Yuden,电容,,1000pF,,100VDC,±10%,
106SML050M,Illinois Capacitor / CDE,电容,,10uF,,50VDC,±20%,
PCJ0E181MCL1GS,Nichicon,电容,,180uF,,2.5VDC,±20%,
108CKR063M,Illinois Capacitor / CDE,电容,,1000uF,,63VDC,±20%,
PCX1C101MCS1GS,Nichicon,电容,,100uF,,16VDC,±20%,
PCJ0J471MCL1GS,Nichicon,电容,,470uF,,6.3VDC,±20%,
PCV1E820MCL2GS,Nichicon,电容,,82uF,,25VDC,±20%,
LAR2G101MELZ25,Nichicon,电容,,100uF,,400VDC,±20%,
PCX1D181MCS1GS,Nichicon,电容,,180uF,,20VDC,±20%,
107LBB400M2CC,Cornell Dubilier - CDE,电容,,100uF,,,,
LAK2G101MELB25,Nichicon,电容,,100uF,,400VDC,±20%,
LAS2G101MELZ25,Nichicon,电容,,100uF,,400VDC,±20%,
LAR2G271MELC25,Nichicon,电容,,270uF,,400VDC,±20%,
LGG2C182MELB40,Nichicon,电容,,1800uF,,160VDC,±20%,
105PMB122KBP1,Cornell Dubilier - CDE,电容,,1uF,,,,
105PPA202K,Illinois Capacitor / CDE,电容,,1uF,,,,
B32652A3334K000,EPCOS / TDK,电容,,0.33uF,,250VDC,±10%,
B32922D3334M000,EPCOS / TDK,电容,,0.33uF,,630VDC,±20%,
P278HL472M480A,KEMET,电容,,4700pF,,-,±20%,
B32652A2472K,EPCOS / TDK,电容,,4700pF,,2kVDC,±10%,
B32671P5474K,EPCOS / TDK,电容,,0.47uF,,520VDC,±10%,
PEH200KD5220MB2,KEMET,电容,,22000uF,,40VDC,±20%,
B25673A4072A540,EPCOS / TDK,电容,,41.1uFx3,,,"- 5 %, + 10 %",
B25673A4122A500,EPCOS / TDK,电容,,82.9uFx3,,,"- 5 %, + 10 %",
KVD250L475M43A0T00,United Chemi-Con,电容,,4.7uF,,25VDC,±20%,
PCX1E560MCL1GS,Nichicon,电容,,56uF,,25VDC,±20%,
PCJ0G561MCL9GS,Nichicon,电容,,560uF,,4VDC,±20%,
PCG1A821MCL1GS,Nichicon,电容,,820uF,,10VDC,±20%,
PCG1C271MCL1GS,Nichicon,电容,,270uF,,16VDC,±20%,
PCG0G272MCL1GS,Nichicon,电容,,2700uF,,4VDC,±20%,
PCV1H560MCL2GS,Nichicon,电容,,56uF,,50VDC,±20%,
PCX1H220MCS1GS,Nichicon,电容,,22uF,,50VDC,±20%,
109LBB050M2DE,Illinois Capacitor / CDE,电容,,10000uF,,,,
LAR2W471MELC45,Nichicon,电容,,470uF,,450VDC,±20%,
635LC5700K5PM8,Illinois Capacitor / CDE,电容,,6.3uF,,,±10%,
B32529C1472K289,EPCOS / TDK,电容,,4700pF,,100VDC,±10%,
B32652A7273J000,EPCOS / TDK,电容,,0.027uF,,1.25kVDC,±5%,
6SEP150M+TSS,Panasonic,电容,,150uF,,6.3VDC,±20%,
B32594C8334J8,EPCOS / TDK,电容,,0.33uF,,630VDC,±5%,
B32594C6684J8,EPCOS / TDK,电容,,0.68uF,,400VDC,±5%,
6SEP820M,Panasonic,电容,,820uF,,6.3VDC,±20%,
LDECE4150KA0N00,KEMET,电容,,1.5uF,,50VDC,±10%,
B32656S155K561,EPCOS / TDK,电容,,1.5uF,,,±10%,
B32656S155J561,EPCOS / TDK,电容,,1.5uF,,,±5%,
B25673A4302A040,EPCOS / TDK,电容,,164uFx3,,,"- 5 %, + 10 %",
HMJ107BB7472KAHT,Taiyo Yuden,电容,,4700pF,,100VDC,±10%,
105MMR400K,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±10%,
PCV1J8R2MCL2GS,Nichicon,电容,,8.2uF,,63VDC,±20%,
PCG0G221MCO1GS,Nichicon,电容,,220uF,,4VDC,±20%,
PCF1C181MCL4GS,Nichicon,电容,,180uF,,16VDC,±20%,
PCF0E821MCL1GS,Nichicon,电容,,820uF,,2.5VDC,±20%,
PCF0J821MCL1GS,Nichicon,电容,,820uF,,6.3VDC,±20%,
PCX1D121MCL1GS,Nichicon,电容,,120uF,,20VDC,±20%,
HHXA630ARA330MHA0G,United Chemi-Con,电容,,33uF,,63VDC,±20%,
PCX1V680MCL1GS,Nichicon,电容,,68uF,,35VDC,±20%,
LGG2C102MELB25,Nichicon,电容,,1000uF,,160VDC,±20%,
DEBB33D681KN2A,Murata Electronics,电容,,680pF,,2kVDC,±10%,
LDBAA2470GC5N0,KEMET,电容,,0.047uF,,16VDC,±2%,
LDEEC2680KA5N00,KEMET,电容,,0.068uF,,100VDC,±10%,
LDEIF3330KA5N00,KEMET,电容,,0.33uF,,250VDC,±10%,
PEH205GA5180QU0,KEMET,电容,,18000uF,,16VDC,"- 10 %, + 30 %",
B25673A4062A380,EPCOS / TDK,电容,,29uFx3,,,"- 5 %, + 10 %",
B25673A4102A040,EPCOS / TDK,电容,,57uFx3,,,"- 5 %, + 10 %",
105CKE400M,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±20%,
PCF1E6R8MCL1GS,Nichicon,电容,,6.8uF,,25VDC,±20%,
167333J250B-F,Cornell Dubilier - CDE,电容,,0.033uF,,250VDC,±5%,
PCF1D220MCL4GB,Nichicon,电容,,22uF,,20VDC,±20%,
PCS0J101MCL9GS,Nichicon,电容,,100uF,,6.3VDC,±20%,
PCJ1C680MCL1GS,Nichicon,电容,,68uF,,16VDC,±20%,
PCX1H120MCS1GS,Nichicon,电容,,12uF,,50VDC,±20%,
PCJ0E821MCL6GS,Nichicon,电容,,820uF,,2.5VDC,±20%,
PCG0G332MCL1GS,Nichicon,电容,,3300uF,,4VDC,±20%,
168474K63H-F,Cornell Dubilier - CDE,电容,,0.47uF,,63VDC,±10%,
102PPB202K,Illinois Capacitor / CDE,电容,,1000pF,,,,
104PPB102K,Illinois Capacitor / CDE,电容,,0.1uF,,1kVDC,±10%,
109LBA016M2CC,Illinois Capacitor / CDE,电容,,10000uF,,,,
PCX1V560MCL1GS,Nichicon,电容,,56uF,,35VDC,±20%,
NLW15-50,Cornell Dubilier - CDE,电容,,15uF,,50VDC,,
